Timestamp,Geophone_1,Geophone_2,Geophone_3,Geophone_4,Geophone_5,Geophone_6,Accelerometer_1,Accelerometer_2
second.us,ADC,ADC,ADC,ADC,ADC,ADC,ADC,ADC
1721058079.271668,0.000000,-123.000000,-631.000000,30693.000000,-58042.000000,190.000000,-94.000000,-757.000000
1721058079.272168,-5029.000000,76.000000,-776.000000,29092.000000,-33948.000000,-78.000000,-147.000000,-934.000000
1721058079.272667,-3703.000000,4.000000,-695.000000,28289.000000,-25053.000000,3.000000,-109.000000,-765.000000
1721058079.273166,-4091.000000,194.000000,-639.000000,27690.000000,-17656.000000,-21.000000,-20.000000,-841.000000
1721058079.273665,-3273.000000,207.000000,-791.000000,27309.000000,-18380.000000,-29.000000,12.000000,-895.000000
1721058079.274164,-3640.000000,226.000000,-833.000000,27266.000000,-13506.000000,10.000000,-25.000000,-844.000000
1721058079.274664,-2906.000000,105.000000,-847.000000,26910.000000,-14369.000000,-158.000000,144.000000,-762.000000
1721058079.275163,-3539.000000,52.000000,-835.000000,27053.000000,-10114.000000,-103.000000,-145.000000,-599.000000
1721058079.275662,-2397.000000,-16.000000,-848.000000,26854.000000,-12244.000000,-142.000000,62.000000,-925.000000
1721058079.276161,-4035.000000,100.000000,-943.000000,26986.000000,-6346.000000,-98.000000,26.000000,-739.000000
1721058079.276660,2296.000000,-212.000000,-1150.000000,26846.000000,-13629.000000,-229.000000,-42.000000,-838.000000
1721058079.277160,19347.000000,262.000000,-903.000000,27034.000000,18293.000000,73.000000,-17.000000,-710.000000
1721058079.277659,21280.000000,1620.000000,-965.000000,23557.000000,112179.000000,47.000000,76.000000,-674.000000
1721058079.278158,23334.000000,1701.000000,-1171.000000,20516.000000,126741.000000,-194.000000,157.000000,-847.000000
1721058079.278657,22136.000000,1832.000000,-1040.000000,19447.000000,138621.000000,-286.000000,15.000000,-811.000000
1721058079.279156,20379.000000,1760.000000,-1127.000000,18802.000000,134271.000000,-377.000000,-12.000000,-765.000000
1721058079.279656,18361.000000,1550.000000,-1115.000000,19189.000000,126801.000000,-330.000000,131.000000,-861.000000
1721058079.280155,14826.000000,1348.000000,-1103.000000,19484.000000,117868.000000,-298.000000,-41.000000,-784.000000
1721058079.280654,13390.000000,1078.000000,-991.000000,20587.000000,99454.000000,-251.000000,-25.000000,-761.000000
1721058079.281153,8433.000000,1161.000000,-966.000000,21526.000000,91567.000000,-367.000000,-81.000000,-921.000000
1721058079.281652,3498.000000,517.000000,-1003.000000,22551.000000,65029.000000,-220.000000,150.000000,-734.000000
1721058079.282152,3127.000000,226.000000,-841.000000,24273.000000,35789.000000,-119.000000,0.000000,-829.000000
1721058079.282651,2551.000000,502.000000,-885.000000,25373.000000,31676.000000,-228.000000,-71.000000,-888.000000
1721058079.283150,2913.000000,383.000000,-632.000000,25906.000000,26863.000000,4.000000,150.000000,-803.000000
1721058079.283649,2384.000000,557.000000,-759.000000,26108.000000,27773.000000,10.000000,11.000000,-836.000000
1721058079.284148,2507.000000,750.000000,-561.000000,26331.000000,23587.000000,121.000000,24.000000,-730.000000
1721058079.284648,2034.000000,500.000000,-556.000000,26312.000000,24108.000000,138.000000,-88.000000,-843.000000
1721058079.285147,2578.000000,698.000000,-481.000000,26550.000000,20406.000000,200.000000,10.000000,-692.000000
1721058079.285646,1489.000000,901.000000,-562.000000,26698.000000,21816.000000,400.000000,22.000000,-706.000000
1721058079.286145,2631.000000,502.000000,-424.000000,26523.000000,17288.000000,468.000000,29.000000,-903.000000
1721058079.286644,-1613.000000,575.000000,-408.000000,26668.000000,22053.000000,574.000000,105.000000,-741.000000
1721058079.287144,-18810.000000,421.000000,-514.000000,26200.000000,-211.000000,453.000000,23.000000,-794.000000
1721058079.287643,-21461.000000,-1117.000000,-574.000000,29485.000000,-95714.000000,465.000000,-6.000000,-808.000000
1721058079.288142,-23433.000000,-967.000000,-190.000000,32567.000000,-114151.000000,682.000000,163.000000,-766.000000
1721058079.288641,-22380.000000,-1205.000000,-271.000000,33353.000000,-124910.000000,646.000000,84.000000,-752.000000
1721058079.289140,-20555.000000,-994.000000,-219.000000,33980.000000,-122568.000000,875.000000,95.000000,-845.000000
1721058079.289640,-18840.000000,-575.000000,-59.000000,33437.000000,-114982.000000,866.000000,-76.000000,-861.000000
1721058079.290139,-15322.000000,-490.000000,-107.000000,33115.000000,-106929.000000,1083.000000,85.000000,-850.000000
1721058079.290638,-13627.000000,8.000000,48.000000,32284.000000,-88515.000000,1040.000000,116.000000,-747.000000
1721058079.291137,-10101.000000,257.000000,80.000000,31461.000000,-79575.000000,1083.000000,49.000000,-758.000000
1721058079.291636,-5754.000000,429.000000,103.000000,30619.000000,-59455.000000,1117.000000,23.000000,-888.000000
1721058079.292136,-4309.000000,689.000000,24.000000,29310.000000,-34347.000000,1042.000000,9.000000,-584.000000
1721058079.292635,-3208.000000,756.000000,-62.000000,28146.000000,-24866.000000,1004.000000,-177.000000,-763.000000
1721058079.293134,-3393.000000,804.000000,13.000000,27753.000000,-17523.000000,909.000000,-10.000000,-679.000000
1721058079.293633,-2805.000000,761.000000,-188.000000,27390.000000,-17573.000000,840.000000,106.000000,-796.000000
1721058079.294132,-2792.000000,833.000000,-141.000000,27193.000000,-13360.000000,833.000000,32.000000,-825.000000
1721058079.294632,-2174.000000,971.000000,-82.000000,26993.000000,-13815.000000,750.000000,-61.000000,-788.000000
1721058079.295131,-2602.000000,971.000000,-93.000000,27039.000000,-9874.000000,623.000000,145.000000,-720.000000
1721058079.295630,-1677.000000,727.000000,-274.000000,26942.000000,-11378.000000,712.000000,57.000000,-828.000000
1721058079.296129,-2822.000000,837.000000,-244.000000,26908.000000,-6389.000000,706.000000,14.000000,-842.000000
1721058079.296628,2026.000000,611.000000,-322.000000,26768.000000,-12003.000000,524.000000,-20.000000,-809.000000
1721058079.297128,19397.000000,1258.000000,-53.000000,27140.000000,13330.000000,851.000000,-4.000000,-805.000000
1721058079.297627,21980.000000,2471.000000,-175.000000,23812.000000,108946.000000,770.000000,-89.000000,-605.000000
1721058079.298126,23745.000000,2457.000000,-424.000000,20493.000000,127522.000000,558.000000,-44.000000,-772.000000
1721058079.298625,22929.000000,2498.000000,-448.000000,19483.000000,138446.000000,548.000000,63.000000,-663.000000
1721058079.299124,20950.000000,2352.000000,-547.000000,18769.000000,135963.000000,414.000000,138.000000,-687.000000
1721058079.299624,19113.000000,1991.000000,-524.000000,19148.000000,127274.000000,235.000000,-7.000000,-854.000000
1721058079.300123,15399.000000,1862.000000,-664.000000,19502.000000,119636.000000,51.000000,41.000000,-870.000000
1721058079.300622,14020.000000,1447.000000,-568.000000,20546.000000,100598.000000,129.000000,141.000000,-876.000000
1721058079.301121,9080.000000,1374.000000,-584.000000,21324.000000,92755.000000,191.000000,88.000000,-665.000000
1721058079.301620,3904.000000,990.000000,-637.000000,22508.000000,67810.000000,9.000000,66.000000,-820.000000
1721058079.302120,3501.000000,596.000000,-606.000000,24153.000000,37108.000000,89.000000,8.000000,-837.000000
1721058079.302619,2984.000000,741.000000,-599.000000,25312.000000,31883.000000,279.000000,32.000000,-805.000000
1721058079.303118,3182.000000,710.000000,-397.000000,25834.000000,27384.000000,355.000000,-140.000000,-799.000000
