Timestamp,Geophone_1,Geophone_2,Geophone_3,Geophone_4,Geophone_5,Geophone_6,Accelerometer_1,Accelerometer_2
second.us,ADC,ADC,ADC,ADC,ADC,ADC,ADC,ADC
1721057699.933370,0.000000,-391.000000,-1375.000000,27771.000000,-14799.000000,-304.000000,32.000000,-851.000000
1721057699.933869,-3278.000000,-122.000000,-1205.000000,27818.000000,-12131.000000,-215.000000,110.000000,-870.000000
1721057699.934369,-3366.000000,-167.000000,-1355.000000,27590.000000,-11946.000000,-364.000000,133.000000,-766.000000
1721057699.934868,-2738.000000,40.000000,-1049.000000,27706.000000,-9013.000000,-413.000000,57.000000,-874.000000
1721057699.935367,-3334.000000,-78.000000,-1138.000000,27401.000000,-10849.000000,-410.000000,119.000000,-821.000000
1721057699.935866,-414.000000,441.000000,-893.000000,27995.000000,2858.000000,-165.000000,-140.000000,-864.000000
1721057699.936365,16886.000000,1843.000000,-559.000000,26100.000000,99360.000000,1.000000,77.000000,-786.000000
1721057699.936865,21506.000000,1819.000000,-771.000000,22854.000000,128274.000000,-95.000000,34.000000,-776.000000
1721057699.937364,22830.000000,2348.000000,-632.000000,21844.000000,137013.000000,-118.000000,-88.000000,-773.000000
1721057699.937863,22901.000000,2130.000000,-768.000000,21067.000000,138632.000000,-264.000000,-45.000000,-792.000000
1721057699.938362,20611.000000,1981.000000,-581.000000,21301.000000,128200.000000,-204.000000,47.000000,-752.000000
1721057699.938861,19269.000000,1929.000000,-559.000000,21402.000000,122602.000000,48.000000,195.000000,-651.000000
1721057699.939361,15387.000000,1557.000000,-648.000000,22121.000000,103207.000000,-19.000000,45.000000,-767.000000
1721057699.939860,13859.000000,1465.000000,-542.000000,22870.000000,94183.000000,112.000000,5.000000,-757.000000
1721057699.940359,10354.000000,1204.000000,-500.000000,23266.000000,74635.000000,111.000000,-95.000000,-880.000000
1721057699.940858,4516.000000,844.000000,-429.000000,24782.000000,40960.000000,111.000000,32.000000,-783.000000
1721057699.941357,3496.000000,791.000000,-340.000000,26004.000000,32782.000000,425.000000,93.000000,-940.000000
1721057699.941857,3021.000000,886.000000,-318.000000,26226.000000,28667.000000,454.000000,76.000000,-809.000000
1721057699.942356,3042.000000,766.000000,-386.000000,26644.000000,28035.000000,546.000000,30.000000,-777.000000
1721057699.942855,2745.000000,731.000000,-361.000000,26692.000000,25243.000000,679.000000,-24.000000,-757.000000
1721057699.943354,2680.000000,765.000000,-381.000000,26904.000000,24135.000000,740.000000,38.000000,-774.000000
1721057699.943853,2069.000000,608.000000,-315.000000,26800.000000,22380.000000,567.000000,198.000000,-717.000000
1721057699.944353,1982.000000,517.000000,-511.000000,27020.000000,21154.000000,612.000000,-12.000000,-875.000000
1721057699.944852,1725.000000,541.000000,-488.000000,26883.000000,19599.000000,428.000000,99.000000,-769.000000
1721057699.945351,1807.000000,642.000000,-443.000000,27137.000000,19040.000000,537.000000,-40.000000,-810.000000
1721057699.945850,312.000000,234.000000,-751.000000,26616.000000,12234.000000,347.000000,9.000000,-860.000000
1721057699.946349,-16681.000000,-1258.000000,-1054.000000,28375.000000,-82670.000000,241.000000,23.000000,-804.000000
1721057699.946849,-21872.000000,-1280.000000,-662.000000,31327.000000,-115981.000000,288.000000,105.000000,-858.000000
1721057699.947348,-22976.000000,-1358.000000,-765.000000,32249.000000,-123166.000000,355.000000,109.000000,-795.000000
1721057699.947847,-23216.000000,-1391.000000,-718.000000,32975.000000,-126848.000000,438.000000,94.000000,-728.000000
1721057699.948346,-20970.000000,-1232.000000,-746.000000,32747.000000,-116462.000000,498.000000,-180.000000,-819.000000
1721057699.948845,-20013.000000,-1241.000000,-627.000000,32720.000000,-111911.000000,336.000000,4.000000,-756.000000
1721057699.949345,-16404.000000,-913.000000,-823.000000,32059.000000,-92659.000000,442.000000,13.000000,-769.000000
1721057699.949844,-14776.000000,-998.000000,-903.000000,31446.000000,-82997.000000,262.000000,54.000000,-835.000000
1721057699.950343,-12053.000000,-635.000000,-908.000000,30968.000000,-67193.000000,261.000000,40.000000,-727.000000
1721057699.950842,-7234.000000,-328.000000,-1015.000000,30076.000000,-38956.000000,153.000000,-13.000000,-779.000000
1721057699.951341,-5473.000000,-103.000000,-928.000000,29020.000000,-26793.000000,36.000000,57.000000,-723.000000
1721057699.951841,-4469.000000,-167.000000,-1180.000000,28491.000000,-19774.000000,-140.000000,12.000000,-867.000000
1721057699.952340,-4366.000000,-250.000000,-1236.000000,28026.000000,-18638.000000,-240.000000,83.000000,-815.000000
1721057699.952839,-4000.000000,-141.000000,-1330.000000,27977.000000,-15866.000000,-181.000000,53.000000,-830.000000
1721057699.953338,-3919.000000,-362.000000,-1337.000000,27750.000000,-14465.000000,-446.000000,-33.000000,-746.000000
1721057699.953837,-3590.000000,-382.000000,-1147.000000,27681.000000,-12592.000000,-418.000000,52.000000,-790.000000
1721057699.954337,-3617.000000,-365.000000,-1271.000000,27511.000000,-11649.000000,-514.000000,-5.000000,-822.000000
1721057699.954836,-3137.000000,-190.000000,-1260.000000,27667.000000,-9833.000000,-501.000000,34.000000,-1038.000000
1721057699.955335,-3204.000000,-140.000000,-1216.000000,27419.000000,-9987.000000,-657.000000,82.000000,-912.000000
1721057699.955834,-1616.000000,29.000000,-1153.000000,28029.000000,-1076.000000,-346.000000,-14.000000,-837.000000
1721057699.956333,15565.000000,1462.000000,-905.000000,26205.000000,94362.000000,-363.000000,-37.000000,-873.000000
1721057699.956833,21238.000000,1684.000000,-1095.000000,23004.000000,128097.000000,-462.000000,103.000000,-1014.000000
1721057699.957332,22350.000000,1918.000000,-957.000000,21954.000000,135502.000000,-509.000000,131.000000,-655.000000
1721057699.957831,22491.000000,1873.000000,-1129.000000,21103.000000,138842.000000,-698.000000,20.000000,-799.000000
1721057699.958330,20195.000000,1571.000000,-1094.000000,21293.000000,128131.000000,-587.000000,51.000000,-803.000000
1721057699.958829,19137.000000,1737.000000,-984.000000,21530.000000,123112.000000,-558.000000,80.000000,-749.000000
1721057699.959329,15556.000000,1340.000000,-998.000000,22089.000000,103795.000000,-659.000000,188.000000,-759.000000
1721057699.959828,13833.000000,1100.000000,-892.000000,22857.000000,94292.000000,-586.000000,49.000000,-674.000000
1721057699.960327,10356.000000,846.000000,-879.000000,23262.000000,75667.000000,-613.000000,-29.000000,-733.000000
1721057699.960826,4594.000000,504.000000,-838.000000,24636.000000,41929.000000,-615.000000,-133.000000,-782.000000
1721057699.961325,3513.000000,547.000000,-666.000000,25781.000000,32408.000000,-523.000000,-61.000000,-759.000000
1721057699.961825,3296.000000,873.000000,-387.000000,26207.000000,28835.000000,-519.000000,39.000000,-734.000000
1721057699.962324,3268.000000,934.000000,-233.000000,26836.000000,27748.000000,-365.000000,-4.000000,-697.000000
1721057699.962823,2963.000000,911.000000,-169.000000,26731.000000,25870.000000,-97.000000,60.000000,-773.000000
1721057699.963322,2905.000000,1142.000000,-92.000000,26978.000000,24066.000000,-132.000000,48.000000,-720.000000
1721057699.963821,2912.000000,1278.000000,139.000000,26703.000000,23086.000000,158.000000,-17.000000,-811.000000
1721057699.964321,2930.000000,1297.000000,246.000000,27099.000000,21317.000000,265.000000,-39.000000,-864.000000
1721057699.964820,2829.000000,1506.000000,334.000000,26914.000000,21202.000000,632.000000,-32.000000,-763.000000
1721057699.965319,2526.000000,1453.000000,409.000000,27228.000000,18877.000000,648.000000,81.000000,-953.000000
1721057699.965818,2139.000000,1487.000000,325.000000,26687.000000,16867.000000,719.000000,114.000000,-800.000000
