Timestamp,Geophone_1,Geophone_2,Geophone_3,Geophone_4,Geophone_5,Geophone_6,Accelerometer_1,Accelerometer_2
second.us,ADC,ADC,ADC,ADC,ADC,ADC,ADC,ADC
1721057383.163824,0.000000,1311.000000,248.000000,22698.000000,34083.000000,443.000000,157.000000,-731.000000
1721057383.164323,3784.000000,1268.000000,280.000000,23618.000000,31792.000000,474.000000,60.000000,-858.000000
1721057383.164822,3365.000000,1353.000000,170.000000,24188.000000,27835.000000,631.000000,148.000000,-920.000000
1721057383.165322,3662.000000,1350.000000,180.000000,24183.000000,28417.000000,711.000000,119.000000,-901.000000
1721057383.165821,2763.000000,1385.000000,219.000000,24418.000000,23600.000000,716.000000,31.000000,-847.000000
1721057383.166320,3200.000000,1251.000000,249.000000,24502.000000,25398.000000,686.000000,62.000000,-865.000000
1721057383.166819,2245.000000,1071.000000,90.000000,24525.000000,19917.000000,670.000000,79.000000,-849.000000
1721057383.167318,2850.000000,1084.000000,-139.000000,24436.000000,23545.000000,834.000000,53.000000,-834.000000
1721057383.167818,1392.000000,969.000000,-175.000000,24737.000000,15118.000000,680.000000,18.000000,-792.000000
1721057383.168317,3235.000000,893.000000,-388.000000,24401.000000,26089.000000,631.000000,-26.000000,-790.000000
1721057383.168816,-8587.000000,-525.000000,-720.000000,25521.000000,-38575.000000,764.000000,18.000000,-821.000000
1721057383.169315,-21657.000000,-1525.000000,-716.000000,30350.000000,-114509.000000,430.000000,58.000000,-814.000000
1721057383.169814,-21943.000000,-1668.000000,-937.000000,32478.000000,-117671.000000,380.000000,34.000000,-891.000000
1721057383.170314,-24382.000000,-1930.000000,-970.000000,33355.000000,-131635.000000,434.000000,118.000000,-735.000000
1721057383.170813,-21877.000000,-1658.000000,-1114.000000,33507.000000,-120481.000000,437.000000,-59.000000,-766.000000
1721057383.171312,-21474.000000,-1987.000000,-1273.000000,32970.000000,-118155.000000,507.000000,40.000000,-748.000000
1721057383.171811,-18515.000000,-1605.000000,-1507.000000,32144.000000,-102382.000000,260.000000,143.000000,-846.000000
1721057383.172310,-16172.000000,-1643.000000,-1689.000000,30878.000000,-88779.000000,260.000000,108.000000,-810.000000
1721057383.172810,-14015.000000,-1594.000000,-1656.000000,29945.000000,-77267.000000,12.000000,-203.000000,-843.000000
1721057383.173309,-9585.000000,-1082.000000,-1734.000000,28873.000000,-51725.000000,-105.000000,44.000000,-857.000000
1721057383.173808,-6663.000000,-912.000000,-1952.000000,26911.000000,-32244.000000,-207.000000,99.000000,-673.000000
1721057383.174307,-5906.000000,-1121.000000,-2104.000000,26090.000000,-24929.000000,-287.000000,99.000000,-737.000000
1721057383.174806,-5059.000000,-1198.000000,-2170.000000,25367.000000,-19303.000000,-420.000000,82.000000,-756.000000
1721057383.175306,-5447.000000,-1336.000000,-2205.000000,25167.000000,-20020.000000,-641.000000,36.000000,-771.000000
1721057383.175805,-4607.000000,-1359.000000,-2385.000000,24994.000000,-15026.000000,-536.000000,-59.000000,-858.000000
1721057383.176304,-5034.000000,-1578.000000,-2449.000000,24952.000000,-16754.000000,-725.000000,70.000000,-768.000000
1721057383.176803,-4111.000000,-1373.000000,-2409.000000,24804.000000,-11220.000000,-1020.000000,-6.000000,-809.000000
1721057383.177302,-4867.000000,-1502.000000,-2334.000000,24813.000000,-15150.000000,-950.000000,56.000000,-693.000000
1721057383.177802,-3394.000000,-1272.000000,-2377.000000,24694.000000,-6686.000000,-1127.000000,71.000000,-791.000000
1721057383.178301,-5369.000000,-1328.000000,-2446.000000,24977.000000,-17959.000000,-1035.000000,65.000000,-771.000000
1721057383.178800,7030.000000,-196.000000,-2015.000000,23870.000000,50223.000000,-1117.000000,150.000000,-882.000000
1721057383.179299,20144.000000,574.000000,-2248.000000,18592.000000,125032.000000,-1005.000000,64.000000,-751.000000
1721057383.179798,20090.000000,476.000000,-2377.000000,16281.000000,128608.000000,-1080.000000,220.000000,-808.000000
1721057383.180298,22215.000000,638.000000,-2276.000000,15057.000000,142437.000000,-1368.000000,93.000000,-747.000000
